2025-05-08 11:43:17,20,26.360919952392578
2025-05-08 11:45:11,20,13.957921504974365
2025-05-08 11:46:19,20,9.302835464477539
2025-05-08 12:03:14,20,0.07703876495361328
2025-05-08 12:04:22,200,0.17119264602661133
2025-05-08 12:06:07,1000,26.04215359687805
2025-05-08 12:10:44,1000,11.730601787567139
2025-05-08 12:11:31,100,1.1656413078308105
2025-05-08 12:11:51,10,0.06732368469238281
2025-05-08 12:12:33,10,0.10225534439086914
2025-05-08 12:12:52,300,0.21834492683410645
2025-05-08 12:13:26,300,0.23821210861206055
2025-05-08 12:13:55,1000,0.7615036964416504
2025-05-08 12:16:40,5000,4.1399757862091064
2025-05-08 12:18:13,10000,7.933955192565918
2025-05-08 12:31:25,10000,7.0499889850616455
2025-05-08 12:32:46,10000,6.920353889465332
2025-05-08 12:34:28,20000,18.077407121658325
2025-05-08 12:35:37,20000,13.109000205993652
2025-05-08 12:36:23,20000,18.19686770439148
2025-05-08 12:37:04,20000,17.29400658607483
2025-05-08 12:39:23,30000,23.626927614212036
2025-05-08 12:40:40,50000,56.79436159133911
2025-05-08 12:42:14,50000,60.77152061462402
2025-05-08 12:44:18,50000,49.68018841743469
2025-05-08 12:45:36,50000,44.437077045440674
2025-05-08 12:46:54,50000,58.16863536834717
2025-05-08 12:48:42,50000,70.92147183418274
2025-05-08 12:50:11,50000,67.51177787780762
2025-05-08 13:14:08,100000,104.87193202972412
2025-05-08 13:17:19,100000,175.8375699520111
2025-05-08 13:21:41,100000,124.03140068054199
2025-05-09 11:03:49,100000,328.6283938884735,1
2025-05-09 11:06:13,100000,115.83188724517822,1
2025-05-09 11:07:39,50000,47.21833682060242,1
2025-05-09 11:08:54,50000,48.73796272277832,1
2025-05-09 11:10:21,50000,60.453861951828,1
2025-05-09 11:14:19,50000,61.04560947418213,1
2025-05-09 11:16:13,50000,46.37124824523926,1
2025-05-09 11:17:21,50000,42.83109450340271,1
2025-05-09 11:20:55,50000,73.29,1
2025-05-09 11:21:50,50000,42.74346327781677,1
2025-05-09 11:25:10,20000,9.771454095840454
2025-05-09 11:26:54,20000,13.589372873306274
2025-05-09 11:27:17,20000,9.402630805969238
2025-05-09 11:28:37,50000,41.19180107116699
2025-05-09 11:29:39,50000,37.246949911117554
2025-05-09 11:30:34,50000,34.32312345504761
2025-05-09 11:32:58,30000,16.00951313972473
2025-05-09 11:34:23,30000,25.88409399986267
2025-05-09 11:35:08,30000,23.451582193374634
2025-05-09 11:36:29,30000,18.981899738311768
2025-05-09 11:38:28,30000,14.321285963058472
2025-05-12 19:38:53,30000,21.24974489212036
